code,name,academic_units,exam_schedule,common_information,description,mutually_exclusive,not_available,not_available_all,offered_as_bde,offered_as_ue,prerequisite,department_maintaining,grade_type,not_offered_as_bde_ue_to,not_offered_as_core_to,not_offered_as_pe_to,program_list,level
BF3214,COMMODITIES TRADING,2,,"SEM^1^THU^0830-1120^ABS LT6^Teaching Wk2,4,8,13;SEM^1^THU^0830-1020^ABS LT6^Teaching Wk6;SEM^1^FRI^0830-1120^ABS LT6^Teaching Wk2,4,8,13","This course aims to prepare you for a career in the global commodities markets by introducing you to global commodity market conventions, supply chains, risk management and investment techniques.
It will also give you an understanding of the key industry participants and their role across the commodity supply chain. You will also gain valuable insight into market conventions, terminology and best practices in risk management.",BF3211,,,1,1,,BUS,Letter-Graded,,,,"Accountancy And Business (ITT) Year 2, Maritime Studies (ITG) Year 2, Business (ITT) Year 2",3
BF3215,CORPORATE FINANCE & STRATEGY,3,2024-12-0413:00-15:30,,"The course covers fundamental issues of corporate finance, including corporate governance, capital budgeting, capital structure, distribution policies, and working capital management. The course emphasizes financial practices in the real world. The course expands upon the concepts covered in AB1201 Financial Management. We emphasize using EXCEL to conduct computation. The background knowledge is provided through the textbook and lecture notes. By the end of the course, you should have developed a deeper understanding of how corporate financial managers make decisions in the dynamic corporate world and how these decisions impact firm value and stakeholders. 

The course is intended for students who are interested in pursuing a career in strategic financial decision making, including corporate finance, investment banking, private equity, consulting, etc.",BF3201,,(Admyr 2011-2020),1,0,AB1201 OR,BUS,Letter-Graded,,,,"Accountancy And Business (BAF) Year 4, Accountancy And Business (BAF) Year 3, Business (BAF) Year 3, Accountancy And Business (BAF) Year 2, Business (BAF) Year 2",3
BF3216,FIXED INCOME SECURITIES,3,2024-11-2909:00-11:30,,"By the end of this course, you should be able to:
1. Price a wide range of fixed income securities
2. Understand the structure of different fixed income securities
3. Learn how to manage the risks of fixed income securities
This class is targeted at finance majors and students in closely related disciplines who are interested in learning about fixed income securities and pursuing a career in fields such as asset management, wealth management, insurance, and banking.","BF3202, BR2210",,(Admyr 2011-2020),1,0,AB1201 & BF2219 OR,BUS,Letter-Graded,,,,"Accountancy And Business (BAF) Year 4, Accountancy And Business (BAF) Year 3, Business (BAF) Year 3, Accountancy And Business (BAF) Year 2, Business (BAF) Year 2",3
BF3217,EQUITY VALUATION,3,2024-12-0313:00-15:30,,"The objective of this course is to provide students with a comprehensive coverage of the principles and techniques in equity securities analysis, especially asset valuation. Valuation is at the heart of every investment decision, whether that decision is to buy, sell, or hold. Due to the globalization process and ever-changing dynamics of the modern financial markets, the pricing of any financial asset has become a more complex task. This course will guide students through the theory and application of valuation models and highlights their strengths and weaknesses. It will cover the valuation of conventional going concern firms, financial service firms, start-ups, private companies, distressed firms. This course will also equip the students with Bloomberg and Thomson Reuters.",BF3203,,(Admyr 2011-2020),1,0,AB1201 OR,BUS,Letter-Graded,,,,"Accountancy And Business (BAF) Year 4, Accountancy And Business (BAF) Year 3, Business (BAF) Year 3, Accountancy And Business (BAF) Year 2, Business (BAF) Year 2",3
BF3218,FINANCIAL MODELLING,3,2024-11-2209:00-11:00,,"This course reviews, advances, and applies the principles that have been taught in introductory courses in finance. It takes a hands-on approach and provides students with ample opportunities to apply numerical and statistical analysis, table and graphical presentations, and database analysis. It exclusively uses Microsoft EXCEL as a computing tool for quantitative analysis. After the completion of the course, you should be well equipped with a strong foundation of finance and quantitative skills. The course benefits students who wish to become a quantitative financial/risk analyst or a portfolio manager.",BF3204,,(Admyr 2013-2020),1,0,BF2219,BUS,Letter-Graded,,,,"Accountancy And Business (BAF) Year 4, Accountancy And Business (BAF) Year 3, Business (BAF) Year 3, Accountancy And Business (BAF) Year 2, Business (BAF) Year 2",3
BF3219,ALTERNATIVE INVESTMENTS,3,2024-11-2717:00-19:00,,"This course provides an overview of alternative investments such as hedge fund, private equity,
real estate, etc. Financial theories behind these financial assets such as the portfolio theory will be
also discussed. The aim of the course is to provide students with better understanding about
different types of alternative investments, those heavily interconnected organizations managing
them, their impact on the global financial market, historical development, principal activities,
regulatory environment, and risks and opportunities.

This course is a specialization elective for Year 3&4 undergraduates in Bachelor of Business with a
specialization in Banking and Finance. Students in other specializations in Bachelor of Business and
students in Bachelor of Accountancy may also take the course.

This course provides comprehensive background for students who want to pursue a career after
graduation in finance and investments including investment banks, hedge funds, private equity
firms, etc. It helps to broaden understanding of the alternative investments industry and their
potential clients.",BF3207,,(Admyr 2013-2020),1,0,BF2219,BUS,Letter-Graded,,,,"Accountancy And Business (BAF) Year 4, Accountancy And Business (BAF) Year 3, Business (BAF) Year 3, Accountancy And Business (BAF) Year 2, Business (BAF) Year 2",3
BF3220,PORTFOLIO MANAGEMENT & ANALYSIS,3,,SEM^1^WED^1430-1720^ABS-SR12^,"This course aims to equip students with the building blocks in portfolio management. At each stage of the portfolio management process, from formulating the objective and policy statement to portfolio strategy, selection and execution of investment, risk management and portfolio evaluation, theories and models will be described. Students will get to be exposed to hands-on experience that brings practical sharing of real-world vantages and challenges encountered in portfolio management. This will culminate in a final report where students will need to showcase their ability in designing, constructing, and executing a realistic, well-thought and analysed portfolio that is aligned to its objective and yet profitable.",,,,1,1,BF2219 OR,BUS,Letter-Graded,,,,"Accountancy And Business (BAF) Year 4, Accountancy And Business (BAF) Year 3, Business (BAF) Year 3, Accountancy And Business (BAF) Year 2, Business (BAF) Year 2",3
BF3226,STRATEGIC MANAGEMENT IN COMMODITY MARKET,2,,,"The aim of this course is to provide students with a good understanding of the important blocks of leadership, crisis management, and sustainability to be successful in commodity trading and commodity markets.",,,(Admyr 2011-2020),1,0,,BUS,Letter-Graded,,,,Maritime Studies (ITG) Year 2,3
BG1141,CELLULAR & MOLECULAR BIOLOGY FOR BIOENGINEERS,3,2024-11-2817:00-19:00,LEC/STUDIO^LE^SAT^1130-1220^ONLINE^Asynchronous online learning;LEC/STUDIO^LE^WED^1330-1520^LT19^,"This course is designed for students with an engineering background to learn the fundamentals of molecular and cell biology, biochemistry and biotechnology. The objective of the course is to provide you with a comprehensive and concise overview of biological science with emphases on its relationship with biomedical engineering. Topics to be covered include the relationship between molecular structure & function, dynamic character of cellular organelles, cellular interactions with microenvironment, mechanisms that regulate cellular activities, practical applications of cell & molecular biology.","BG1131, CB1131",,(Admyr 2011-2020),1,1,,BIE(CBE),Letter-Graded,,,,"Bioengineering Year 1, Bioengineering And Economics Year 1",1
BG1801,BIOENGINEERING LAB 1A,1,,,Laboratory experiments and projects to provide practical application and understanding of theories relating to bioengineering.,,,,1,1,,BIE(CBE),Letter-Graded,,,,"Bioengineering Year 1, Bioengineering And Economics Year 1",1
BG2119,ANATOMY & PHYSIOLOGY,3,2024-12-0217:00-19:00,LEC/STUDIO^LE^FRI^1430-1720^LT25^,,,,,1,1,,,Letter-Graded,,,,"Bioengineering And Economics Year 1, Renaissance Engineering (CE) Year 4, Bioengineering Year 1, Bioengineering Year 2, Renaissance Engineering (BIE) Year 2",2
BG2131,BIOMATERIALS,3,2024-11-2817:00-19:00,LEC/STUDIO^LE^TUE^1330-1520^CBE-LT^,"This course aims to support you to know and understand basic properties of biomaterials and methods so that we can manipulate them. You would also know the basic physiological consequences in relation to biomaterial implantation, and the methods for testing biomaterial compatibility. This knowledge is essential for biomedical engineers to work in biomedical fields.",,"REP(ASEN), REP(CBE), REP(CE), REP(CSC), REP(CVEN), REP(EEE), REP(ENE), REP(MAT), REP(ME)",,1,1,,BIE(CBE),Letter-Graded,,,,"Renaissance Engineering (ME) Year 3, Renaissance Engineering (BIE) Year 4, Bioengineering And Economics Year 2, Bioengineering Year 2, Renaissance Engineering (BIE) Year 2",2
BG2142,BIOLOGICAL THERMODYNAMICS,3,2024-11-2517:00-19:00,LEC/STUDIO^LE^WED^1530-1720^CBE-LT^Teaching Wk1-12;LEC/STUDIO^LE^WED^1530-1720^LT20^Teaching Wk13,"This course aims to support you in learning the laws of thermodynamics, the ideal gas law and kinetic theory of gases. To learn basic relationships between enthalpy, entropy and the Gibbs Free energy, and their applications in chemical and biological systems. To learn the phase equilibria and behaviours of one- and two-component systems. To learn about reaction kinetics and mechanisms.",,,,1,1,BG1103 OR,BIE(CBE),Letter-Graded,,,,"Bioengineering And Economics Year 2, Bioengineering Year 2, Renaissance Engineering (BIE) Year 2",2
BG2211,INTRODUCTION TO COMPUTATIONAL THINKING,3,,LEC/STUDIO^LE^THU^1230-1320^LT19^;LEC/STUDIO^LE^MON^1330-1420^LT19^,"Computational thinking (CT) is a problem solving process with the aid of computer; i.e. formulating a problem and expressing its solution in such a way that a computer can effectively carry it out. It includes a number of characteristics, such as breaking a problem into small and repetitive ordered steps, logically ordering and analyzing data and creating solutions that can be effectively implemented as algorithms running on computer. As such, computational thinking is essential not only to the Computer Science discipline, it can also be used to support problem solving across all disciplines, including math, science, engineering, business, finance and humanities.

The aim of this course is hence to take students with no prior experience of thinking in a computational manner to a point where you can derive simple algorithms and code the programs to solve some basic problems in bioengineering domain.","BG2111, BS1009, CE1003, CE1103, CH2107, CV1014, CZ1003, CZ1103, EE1005, IE1005, MA1008, MS1008, PS0001, SC1003",,"(Admyr 2011-2017)-Non Direct Entry, (Admyr 2011-2018)-Direct Entry",1,1,MH1810,BIE(CBE),Letter-Graded,,,,"Bioengineering And Economics Year 2, Bioengineering Year 2, Renaissance Engineering (BIE) Year 2",2
BG2801,BIOENGINEERING LAB 2A,1,,,Laboratory experiments and projects to provide practical application and understanding of theories relating to bioengineering.,,,,1,1,,BIE(CBE),Letter-Graded,,,,"Bioengineering And Economics Year 2, Bioengineering Year 2",2
BG3102,CONTROL IN BIOSYSTEMS,3,2024-12-0409:00-11:00,LEC/STUDIO^LE^WED^1330-1520^LT11^,Introduction to biomedical control systems. Biomedical control system models. Static Analysis of biomedical control systems. Time domain analysis of biomedical control systems. Frequency domain analysis of biomedical control systems. Stability analysis off biomedical control systems. Control of biomedical systems.,,,,1,1,BG1117 & MH1810 OR,BIE(CBE),Letter-Graded,,,,"Renaissance Engineering (BIE) Year 3, Renaissance Engineering (BIE) Year 4, Bioengineering And Economics Year 2, Bioengineering And Economics Year 3, Bioengineering Year 3",3
BG3104,BIOMEDICAL IMAGING,3,2024-12-0209:00-11:00,LEC/STUDIO^LE^THU^1230-1420^CBE-LT^Teaching Wk1-12;LEC/STUDIO^LE^THU^1230-1420^LT15^Teaching Wk13,This course introduces Biomedical Imaging at a fundamental level. Medical image processing techniques. X-ray imaging. Magnetic resonance imaging. Ultrasounds and ultrasonic imaging. Nuclear Imaging,,"REP(ASEN), REP(CBE), REP(CE), REP(CSC), REP(CVEN), REP(EEE), REP(ENE), REP(MAT), REP(ME)",,1,1,,BIE(CBE),Letter-Graded,,,,"Renaissance Engineering (EEE) Year 3, Renaissance Engineering (BIE) Year 3, Renaissance Engineering (BIE) Year 4, Bioengineering And Economics Year 2, Electrical & Electronic Engineering And Economics Year 4, Bioengineering And Economics Year 3, Bioengineering Year 3, Electrical & Electronic Engineering Year 4",3
